-0.6889485224634477,-0.23157588389296577,-0.060830983890677974
-0.6822001942572623,-0.24885894637168826,-0.06903311461457776
-0.6749208668006458,-0.2659468311468175,-0.07718104423902475
-0.667116552295897,-0.282826197379016,-0.08526839047201082
-0.6587936723779976,-0.2994838837697018,-0.09328882588102809
-0.6499590520802276,-0.31590691873561855,-0.10123608285231553
-0.6406199134928408,-0.33208253038347,-0.1091039584795849
-0.6307838691229279,-0.34799815627750963,-0.11688631937851224
-0.6204589149637757,-0.36364145299329326,-0.12457710642341509
-0.6096534232821926,-0.3790003054511309,-0.13217033940266953
-0.5983761351324293,-0.39406283602309294,-0.13966012158955804
-0.5866361526054472,-0.4088174134077506,-0.14704064422537505
-0.5744429308224146,-0.4232526612671545,-0.15430619091175604
-0.5618062696814056,-0.4373574666208805,-0.16145114190933554
-0.5487363053663695,-0.45112098799229405,-0.16846997833997937
-0.5352435016275054,-0.4645326633024961,-0.17535728628997171
-0.521338640842261,-0.477582217507709,-0.1821077608116653
-0.5070328148661576,-0.49025966997623793,-0.18871620982127404
-0.4923374156827602,-0.5025553416013651,-0.19517755789057972
-0.47726412586206474,-0.5144598616468922,-0.20148684993048788
-0.46182490883660116,-0.5259641743223298,-0.20763925476449457
-0.44603199900454993,-0.5370595450850184,-0.2136300685902535
-0.42989789166915,-0.5477375666667545,-0.21945471832756497
-0.4134353328236457,-0.5579901648227774,-0.22510876485123574
-0.3966573087909803,-0.5678096038012396,-0.23058790610738283
-0.37957703572739704,-0.5771884915315574,-0.23588798011187864
-0.36220794899905134,-0.5861197845302879,-0.24100496782975178
-0.34456369244067225,-0.5945967925234369,-0.24593499593447757
-0.32665810750523694,-0.602613182784342,-0.25067433944620354
-0.30850522231353705,-0.6101629841865136,-0.2552194242480691
-0.29011924061242594,-0.6172405909710453,-0.2595668294798848
-0.27151453065044473,-0.6238407662284183,-0.26371328980854164
-0.25270561397945385,-0.6299586450947526,-0.2676556975746163
-0.23370715419069857,-0.6355897376627199,-0.27139110481474993
-0.21453394559375508,-0.6407299316075925,-0.27491672515945453
-0.19520090184660072,-0.6453754945290298,-0.2782299356061058
-0.17572304454495344,-0.6495230760093952,-0.28132827816695954
-0.15611549177891848,-0.6531697093895749,-0.2842094613921185
-0.13639344666484987,-0.656312813263417,-0.2868713617674535
-0.11657218586020386,-0.658950192692063,-0.28931202498756065
-0.09666704806903,-0.661080040139577,-0.291529667103914
